Index,C1,C2,C3,C4,C5,C6,C7,C8,C9,Target
537,3,7,21,0,6,0,2,0.6,0.88,163
538,4,9,14,0,2,1,2,0.68,0.79,152
539,1,1,5,0,2,1,1,0.14,0.54,12
540,4,9,13,0,2,1,1,0.64,0.47,305
541,4,10,13,0,3,1,3,0.54,0.88,101
542,1,1,5,0,0,0,2,0.04,0.57,3
543,2,4,13,0,1,1,1,0.46,0.36,281
544,3,7,22,0,0,0,1,0.7,0.7,148
545,2,4,13,0,2,1,1,0.5,0.29,224
546,3,6,20,0,5,1,2,0.76,0.55,202
547,2,6,9,0,1,1,2,0.54,0.83,250
548,1,3,14,0,6,0,1,0.5,0.31,312
549,1,1,19,0,3,1,1,0.18,0.47,83
550,4,9,16,0,4,1,2,0.72,0.58,472
551,1,1,10,0,0,0,1,0.14,0.54,126
552,2,6,16,0,6,0,2,0.72,0.3,440
553,2,4,3,0,4,1,1,0.34,0.81,2
554,4,10,15,0,1,1,1,0.56,0.6,177
555,1,1,3,0,5,1,2,0.42,0.94,8
556,4,11,16,0,2,1,1,0.38,0.4,310
557,3,7,23,0,6,0,1,0.68,0.61,168
558,1,12,1,1,1,0,1,0.28,0.56,10
559,1,2,12,0,4,1,1,0.2,0.4,69
560,4,11,18,0,2,1,3,0.44,1,148
561,2,6,15,0,4,1,1,0.8,0.21,188
562,1,1,3,0,0,0,2,0.16,0.48,25
563,2,3,15,0,0,0,2,0.44,0.88,421
564,2,5,14,0,1,1,3,0.6,0.83,180
565,2,3,13,0,4,1,1,0.46,0.44,273
566,1,12,8,0,3,1,1,0.32,0.57,217
567,4,10,6,0,6,0,1,0.42,0.67,19
568,3,8,5,0,5,1,2,0.62,0.88,26
569,2,5,11,0,4,1,1,0.66,0.65,221
570,1,3,14,0,1,1,2,0.58,0.32,221
571,3,7,11,0,2,1,2,0.84,0.53,201
572,3,7,10,0,5,1,2,0.74,0.48,268
573,1,12,23,0,3,1,1,0.22,0.44,39
574,3,7,13,0,1,1,1,0.86,0.34,236
575,1,2,2,0,0,0,2,0.24,0.93,63
576,2,3,11,0,5,1,1,0.3,0.45,75
577,4,10,9,0,2,1,2,0.42,0.77,382
578,1,1,5,0,5,1,2,0.18,0.8,4
579,2,6,2,0,4,1,1,0.6,0.56,5
580,3,8,18,0,2,1,1,0.72,0.34,519
581,1,3,10,0,1,1,1,0.34,0.42,84
582,4,12,10,0,5,1,2,0.3,0.7,126
583,2,3,16,0,4,1,2,0.3,0.65,84
584,3,7,20,0,2,1,3,0.7,0.7,452
585,4,12,9,0,1,1,2,0.42,1,284
586,4,10,12,0,1,1,2,0.4,0.71,147
587,3,7,16,0,2,1,1,0.82,0.46,281
588,1,1,9,0,3,1,1,0.16,0.59,81
589,1,1,3,1,1,0,2,0.18,0.43,2
590,2,3,18,0,0,0,1,0.3,0.33,137
591,2,6,19,0,6,0,2,0.74,0.51,326
592,4,11,12,0,5,1,1,0.4,0.43,290
593,3,8,19,0,2,1,1,0.66,0.5,465
594,1,2,22,0,4,1,3,0.34,0.87,55
595,4,12,23,0,6,0,2,0.36,0.62,119
596,3,9,11,0,3,1,1,0.6,0.43,247
597,4,11,11,0,4,1,1,0.36,0.37,163
598,1,2,20,0,5,1,1,0.22,0.55,63
599,2,6,15,0,3,1,1,0.9,0.35,179
600,1,2,14,0,0,0,1,0.16,0.4,111
601,2,5,8,0,2,1,3,0.62,0.83,434
602,2,4,15,0,1,1,1,0.74,0.51,175
603,2,4,13,0,3,1,2,0.6,0.46,251
604,1,12,13,0,1,1,3,0.24,0.81,70
605,2,5,1,0,2,1,2,0.58,0.83,27
606,3,8,20,0,0,0,1,0.7,0.84,193
607,2,5,6,0,3,1,1,0.56,0.88,160
608,4,10,16,0,4,1,1,0.58,0.49,323
609,2,5,13,0,0,0,2,0.5,0.63,332
610,3,7,8,0,0,0,1,0.68,0.79,92
611,3,7,1,0,3,1,1,0.76,0.66,16
612,3,8,20,0,2,1,1,0.64,0.73,358
613,4,11,11,0,4,1,1,0.44,0.67,120
614,1,1,21,0,4,1,1,0.14,0.46,40
615,1,1,23,0,3,1,2,0.28,0.65,66
616,4,9,15,0,4,1,2,0.76,0.45,296
617,2,6,5,0,1,1,1,0.54,0.64,29
618,2,5,22,0,2,1,2,0.62,0.88,55
619,4,12,1,0,0,0,1,0.3,0.75,74
620,2,3,16,0,3,1,3,0.28,0.87,36
621,3,6,5,0,3,1,1,0.64,0.89,23
622,1,3,13,0,5,1,2,0.46,0.77,260
623,4,9,18,0,5,1,2,0.64,0.5,667
624,1,3,14,0,0,0,1,0.36,0.34,332
625,4,11,1,0,0,0,1,0.26,0.81,165
626,1,3,21,0,5,1,1,0.36,0.34,141
627,1,3,20,0,1,1,1,0.3,0.33,92
628,2,5,6,0,2,1,1,0.68,0.79,109
629,1,12,6,0,6,0,2,0.26,0.7,7
630,1,1,8,0,1,1,2,0.22,0.55,420
631,4,12,2,0,2,1,2,0.34,0.61,11
632,4,10,2,0,1,1,1,0.56,0.54,7
633,4,10,17,0,6,0,3,0.22,0.93,31
634,3,7,17,0,4,1,1,0.9,0.45,738
635,2,4,23,0,6,0,2,0.46,0.82,91
636,3,6,3,0,5,1,1,0.66,0.83,5
637,1,1,11,0,2,1,2,0.2,0.47,35
638,4,10,21,0,2,1,1,0.56,0.68,295
639,1,3,1,0,1,1,1,0.26,0.65,1
640,4,11,18,0,2,1,1,0.48,0.55,462
641,2,5,7,0,6,0,1,0.56,0.88,87
642,3,8,0,0,5,1,1,0.62,0.83,51
643,2,4,8,0,5,1,1,0.3,0.49,508
644,3,8,20,0,1,1,1,0.76,0.66,457
645,2,6,22,0,6,0,1,0.62,0.53,280
646,3,8,21,0,3,1,1,0.76,0.33,209
647,2,4,9,0,5,1,1,0.32,0.7,173
648,3,6,21,0,5,1,1,0.7,0.48,233
649,4,11,20,0,0,0,1,0.5,0.31,139
650,1,1,17,0,2,1,1,0.46,0.63,462
651,3,9,5,0,0,0,1,0.6,0.83,39
652,4,10,18,0,5,1,1,0.44,0.38,642
653,3,9,0,0,5,1,1,0.64,0.89,96
654,1,3,3,0,6,0,1,0.26,0.41,16
655,2,6,4,0,0,0,2,0.66,0.74,17
656,3,6,11,0,5,1,1,0.8,0.49,236
657,1,12,23,0,1,1,3,0.24,0.93,11
658,4,12,14,0,1,1,2,0.5,0.94,210
659,4,10,0,0,5,1,1,0.58,0.94,39
660,2,6,21,0,2,1,1,0.76,0.62,276
661,2,4,23,0,2,1,1,0.54,0.32,82
662,4,10,17,0,2,1,2,0.52,0.68,806
663,3,6,20,0,4,1,1,0.7,0.74,352
664,4,11,17,1,4,0,1,0.48,0.33,74
665,1,1,20,0,0,0,1,0.3,0.52,126
666,1,2,4,0,6,0,1,0.24,0.81,6
667,2,4,16,0,6,0,1,0.58,0.37,464
668,3,7,17,0,5,1,1,0.74,0.42,587
669,3,7,10,0,5,1,1,0.9,0.42,106
670,2,3,14,0,1,1,1,0.32,0.22,80
671,2,6,19,0,2,1,1,0.64,0.5,386
672,4,11,13,0,5,1,1,0.5,0.45,283
673,1,2,5,0,3,1,1,0.28,0.7,25
674,1,1,1,0,6,0,2,0.16,0.59,20
675,1,3,21,0,1,1,1,0.6,0.64,223
676,4,11,11,0,3,1,1,0.38,0.54,122
677,4,9,0,0,4,1,1,0.6,0.94,40
678,3,8,14,0,1,1,1,0.82,0.46,287
679,3,6,20,0,3,1,1,0.74,0.74,282
680,2,4,2,0,5,1,3,0.34,0.76,13
681,3,8,19,0,3,1,1,0.8,0.26,413
682,3,7,9,0,4,1,1,0.68,0.47,224
683,1,1,21,0,6,0,1,0.18,0.43,69
684,4,11,5,0,6,0,1,0.22,0.75,4
685,1,2,0,0,6,0,1,0.24,0.52,28
686,1,2,11,0,2,1,1,0.22,0.47,50
687,3,7,20,0,5,1,1,0.86,0.41,206
688,2,4,18,0,5,1,3,0.32,0.93,62
689,3,9,0,0,2,1,1,0.6,0.88,26
690,4,10,14,0,4,1,2,0.48,0.48,155
691,3,9,16,0,4,1,1,0.74,0.7,416
692,4,10,5,0,1,1,1,0.38,0.87,21
693,1,1,23,0,0,0,2,0.2,0.4,18
694,3,7,14,0,3,1,1,0.8,0.41,241
695,2,6,6,0,6,0,1,0.56,0.64,80
696,4,12,12,0,5,1,1,0.36,0.57,204
697,1,1,15,0,5,1,2,0.2,0.86,41
698,3,7,17,0,0,0,1,0.8,0.49,369
699,4,11,17,0,0,0,1,0.54,0.45,493
700,1,1,13,0,2,1,1,0.42,0.38,178
701,3,8,10,0,4,1,1,0.72,0.54,234
702,3,9,4,0,5,1,3,0.62,0.94,3
703,3,8,7,0,3,1,2,0.7,0.84,482
704,2,4,10,0,3,1,2,0.4,0.87,46
705,4,11,5,0,5,1,1,0.28,0.75,5
706,4,10,11,0,0,0,1,0.36,0.53,240
707,1,1,5,0,5,1,1,0.22,0.6,19
708,2,3,6,0,6,0,2,0.52,0.83,28
709,2,6,19,0,6,0,1,0.7,0.65,264
710,3,7,6,0,0,0,2,0.62,0.83,19
711,3,8,11,0,4,1,3,0.7,0.79,151
712,3,7,19,0,0,0,1,0.76,0.55,443
713,3,9,18,0,1,1,1,0.62,0.35,968
714,3,8,18,0,3,1,3,0.7,0.84,492
715,1,2,14,0,5,1,2,0.32,0.39,146
716,3,6,16,0,3,1,1,0.82,0.3,328
717,4,11,21,0,6,0,2,0.32,0.57,139
718,1,1,2,1,1,0,1,0.36,0.34,7
719,1,1,22,0,0,0,2,0.24,0.7,21
720,4,11,18,1,4,0,1,0.4,0.43,70
721,2,6,16,0,1,1,2,0.8,0.41,427
722,1,1,21,0,6,0,1,0.36,0.29,127
723,2,4,14,0,6,0,1,0.54,0.39,452
724,3,7,21,0,2,1,1,0.82,0.43,258
725,2,6,12,0,6,0,1,0.8,0.29,531
726,2,5,23,0,0,0,2,0.62,0.57,74
727,4,11,4,0,2,1,1,0.34,0.81,8
728,4,10,9,0,4,1,2,0.64,0.89,359
729,2,5,7,0,6,0,1,0.46,0.67,95
730,3,8,3,0,4,1,1,0.66,0.74,4
731,3,9,5,0,0,0,1,0.44,0.77,6
732,3,7,9,0,5,1,2,0.76,0.7,241
733,1,3,20,0,2,1,1,0.58,0.68,377
734,3,8,13,0,4,1,1,0.76,0.31,217
735,3,6,23,0,5,1,2,0.66,0.74,174
736,2,6,19,0,0,0,1,0.72,0.62,311
737,1,2,8,0,5,1,2,0.38,0.76,469
738,4,11,16,0,0,0,1,0.56,0.52,323
739,2,4,2,0,4,1,1,0.32,0.61,4
740,2,4,3,0,2,1,1,0.54,0.88,21
741,2,6,15,0,0,0,2,0.74,0.55,362
742,2,6,20,0,6,0,2,0.66,0.47,352
743,1,1,2,0,4,1,1,0.14,0.5,2
744,3,9,22,0,6,0,1,0.56,0.52,279
745,3,9,23,0,0,0,1,0.56,0.52,92
746,1,1,2,0,3,1,1,0.02,0.34,1
747,4,11,3,0,6,0,1,0.24,0.7,17
748,3,8,11,0,2,1,1,0.8,0.59,149
749,1,2,23,0,2,1,1,0.32,0.66,47
750,4,11,23,1,4,0,1,0.3,0.7,36
751,4,12,5,0,6,0,2,0.36,0.93,6
752,3,6,1,0,1,1,2,0.62,0.78,15
753,2,6,4,0,6,0,1,0.62,0.57,8
754,3,7,9,0,3,1,1,0.76,0.35,216
755,3,9,10,0,0,0,1,0.7,0.74,297
756,2,6,15,0,0,0,1,0.8,0.59,360
757,2,5,17,0,2,1,1,0.82,0.46,781
758,1,3,1,0,4,1,3,0.46,0.94,12
759,1,1,21,0,2,1,1,0.1,0.36,68
760,2,4,21,0,1,1,2,0.32,0.81,152
761,3,7,1,0,2,1,2,0.74,0.66,13
762,2,6,19,0,2,1,1,0.68,0.83,491
763,4,10,2,0,3,1,1,0.38,0.76,16
764,3,7,21,0,2,1,3,0.64,0.89,90
765,3,8,23,0,4,1,1,0.62,0.83,84
766,1,3,12,0,3,1,2,0.64,0.29,267
767,3,7,12,0,0,0,1,0.84,0.47,489
768,2,6,22,0,3,1,1,0.52,0.77,248
769,4,10,0,0,4,1,1,0.56,0.94,26
770,3,7,1,0,4,1,1,0.66,0.61,25
771,4,12,16,0,2,1,1,0.44,0.54,238
772,4,10,23,0,2,1,1,0.3,0.81,39
773,3,9,8,0,5,1,2,0.6,0.78,766
774,1,2,1,0,6,0,1,0.24,0.52,27
775,2,4,20,0,2,1,2,0.42,0.82,103
776,1,1,5,0,4,1,2,0.2,0.59,26
777,1,2,12,0,4,1,1,0.26,0.48,158
778,1,3,23,0,3,1,1,0.26,0.3,22
779,3,6,6,0,5,1,2,0.7,0.61,163
780,1,1,10,0,2,1,3,0.3,0.87,62
781,3,9,12,0,2,1,3,0.54,0.83,67
782,1,1,20,0,4,1,1,0.16,0.47,64
783,1,12,14,0,6,0,1,0.46,0.51,300
784,4,11,17,0,6,0,1,0.38,0.4,403
785,3,8,11,0,6,0,2,0.72,0.62,457
786,4,10,10,0,1,1,1,0.5,0.55,212
787,2,4,10,0,5,1,1,0.32,0.66,75
788,4,10,5,0,1,1,1,0.44,0.77,36
789,3,9,16,0,4,1,1,0.72,0.39,491
790,2,4,18,0,4,1,1,0.48,0.55,333
791,2,5,8,0,2,1,2,0.56,0.83,459
792,2,4,15,0,3,1,2,0.76,0.35,145
793,1,1,9,0,0,0,1,0.12,0.46,19
794,4,10,21,0,0,0,1,0.38,0.87,113
795,4,11,9,0,2,1,1,0.36,0.87,191
796,4,10,2,0,0,0,1,0.46,0.88,55
797,4,11,1,0,1,1,1,0.46,0.63,11
798,3,7,0,0,3,1,1,0.76,0.66,53
799,3,6,8,0,3,1,1,0.72,0.74,423
800,4,10,15,0,3,1,1,0.64,0.47,182
801,2,3,21,0,4,1,1,0.44,0.44,224
802,4,11,2,0,4,1,2,0.26,0.7,7
803,3,8,7,0,1,1,1,0.66,0.61,281
804,4,10,4,0,2,1,2,0.44,0.94,4
805,4,10,7,0,5,1,3,0.56,0.88,147
806,3,8,18,0,6,0,1,0.7,0.74,292
807,3,8,21,0,3,1,1,0.66,0.54,313
808,1,1,20,0,5,1,1,0.18,0.59,68
809,4,10,22,0,6,0,1,0.22,0.87,54
810,1,3,10,0,3,1,1,0.32,0.49,76
811,1,12,22,1,2,0,2,0.3,0.7,19
812,2,4,12,0,1,1,1,0.66,0.74,188
813,1,1,1,0,5,1,1,0.26,0.48,15
814,3,6,4,0,3,1,1,0.6,0.4,11
815,2,5,12,0,4,1,1,0.78,0.59,194
816,1,3,21,0,3,1,1,0.44,0.62,188
817,1,12,6,0,2,1,2,0.3,0.61,35
818,2,5,16,0,6,0,2,0.7,0.21,591
819,3,8,10,0,3,1,2,0.8,0.52,214
820,4,10,9,0,5,1,2,0.54,0.94,389
821,4,10,19,0,1,1,3,0.52,0.83,239
822,1,2,5,0,5,1,1,0.08,0.63,4
823,1,1,13,0,2,1,2,0.2,0.59,52
824,4,11,20,0,6,0,1,0.42,0.5,132
825,4,12,15,0,2,1,1,0.4,0.35,151
826,1,1,6,0,5,1,2,0.2,0.69,34
827,3,9,20,0,0,0,1,0.62,0.73,226
828,4,12,7,0,0,0,1,0.18,0.55,31
829,2,4,9,0,3,1,2,0.38,0.94,65
830,3,7,3,0,2,1,1,0.66,0.83,6
831,1,1,15,0,4,1,1,0.28,0.36,62
832,1,2,4,1,1,0,1,0.32,0.45,1
833,3,6,6,0,6,0,1,0.64,0.83,47
834,3,7,8,0,6,0,1,0.68,0.57,132
835,3,9,14,0,6,0,1,0.74,0.55,359
836,1,1,10,0,4,1,2,0.16,0.5,38
837,1,2,5,0,0,0,2,0.26,0.48,2
838,2,5,9,0,2,1,2,0.54,0.88,349
839,3,8,2,0,0,0,3,0.64,0.89,62
840,1,2,14,0,3,1,2,0.36,0.93,56
841,2,3,3,0,1,1,1,0.46,0.82,1
842,4,11,7,0,5,1,2,0.3,0.61,367
843,3,7,16,1,3,0,1,0.92,0.35,389
844,1,1,13,1,1,0,1,0.3,0.36,176
845,1,2,13,1,1,0,3,0.3,0.81,103
846,4,11,11,0,5,1,1,0.4,0.47,251
847,1,3,9,0,2,1,1,0.48,0.82,342
848,2,4,22,0,6,0,1,0.48,0.82,110
849,4,10,14,0,6,0,1,0.6,0.33,472
850,3,9,20,0,5,1,1,0.62,0.69,369
851,2,4,1,0,3,1,1,0.52,0.34,14
852,2,3,6,0,3,1,2,0.34,0.87,44
853,2,5,23,0,0,0,1,0.52,0.77,102
854,3,7,3,0,1,1,3,0.7,0.89,5
855,4,10,10,0,5,1,2,0.58,0.88,224
856,4,10,3,0,6,0,1,0.44,0.62,23
857,3,7,23,0,6,0,2,0.68,0.83,211
858,2,5,5,0,1,1,1,0.46,0.88,23
859,2,6,7,0,2,1,3,0.62,0.88,303
860,2,5,23,0,6,0,3,0.52,1,44
861,1,12,6,0,4,1,1,0.2,0.59,41
862,1,2,20,0,0,0,1,0.4,0.54,81
863,1,2,17,0,2,1,1,0.32,0.22,206
864,4,12,3,0,1,1,1,0.16,0.86,3
865,3,8,12,0,6,0,1,0.86,0.4,547
866,4,9,12,0,3,1,2,0.68,0.79,184
867,4,12,6,0,4,1,1,0.24,0.65,97
868,1,2,10,0,5,1,1,0.14,0.69,44
869,1,2,3,0,2,1,2,0.16,0.69,2
870,4,12,2,0,2,1,1,0.42,0.88,8
871,4,9,18,0,2,1,2,0.64,0.89,356
872,2,3,8,0,5,1,1,0.22,0.51,237
873,1,1,18,1,1,0,1,0.26,0.52,181
874,1,3,3,0,5,1,1,0.46,0.77,7
875,4,11,22,1,4,0,1,0.32,0.61,44
876,4,12,22,0,3,1,2,0.3,0.52,122
877,1,1,21,0,0,0,1,0.26,0.44,31
878,2,6,1,0,6,0,1,0.62,0.83,95
879,2,5,17,0,6,0,2,0.78,0.52,462
880,4,10,19,0,5,1,2,0.36,0.5,204
881,2,4,3,0,2,1,1,0.32,0.81,2
882,3,7,21,0,0,0,2,0.66,0.83,167
883,2,5,11,0,0,0,1,0.58,0.49,340
884,2,6,7,0,0,0,2,0.66,0.78,71
885,1,1,17,0,2,1,1,0.54,0.26,559
886,3,7,4,0,5,1,1,0.72,0.84,6
887,4,10,13,0,5,1,1,0.7,0.48,424
888,4,11,17,0,5,1,1,0.38,0.4,638
889,4,11,5,0,0,0,1,0.34,0.61,5
890,1,3,20,0,4,1,2,0.6,0.43,302
891,4,9,10,0,0,0,2,0.64,0.83,275
892,3,6,5,0,1,1,2,0.62,0.83,22
893,2,5,18,0,5,1,3,0.52,0.88,398
894,3,8,4,0,5,1,1,0.64,0.89,7
895,4,12,2,0,6,0,1,0.26,0.65,50
896,3,8,9,0,3,1,1,0.64,0.69,213
897,2,6,20,0,0,0,1,0.7,0.7,232
898,2,5,15,0,2,1,1,0.82,0.49,256
899,4,10,19,0,5,1,2,0.44,0.54,253
900,1,3,19,0,4,1,1,0.2,0.4,106
901,2,5,1,0,3,1,2,0.54,0.88,12
902,2,5,17,0,5,1,1,0.7,0.54,643
903,2,6,13,0,6,0,1,0.72,0.34,617
904,2,5,13,0,0,0,1,0.7,0.37,607
905,1,2,0,0,0,0,1,0.2,0.64,39
906,4,9,23,0,0,0,2,0.5,0.59,100
907,4,10,5,0,3,1,1,0.44,0.82,32
908,1,1,19,0,5,1,2,0.2,0.37,192
909,1,2,22,0,3,1,3,0.42,0.94,55
910,2,5,9,0,2,1,2,0.6,0.78,186
911,2,5,17,0,2,1,1,0.7,0.54,517
912,4,10,11,0,3,1,1,0.66,0.78,230
913,4,10,14,0,3,1,1,0.74,0.3,301
914,3,9,17,0,6,0,1,0.74,0.55,460
915,3,7,20,1,3,0,1,0.86,0.47,551
916,2,4,17,0,2,1,1,0.64,0.25,781
917,3,9,12,0,4,1,1,0.68,0.44,297
918,3,7,5,0,0,0,1,0.66,0.74,17
919,2,5,7,0,1,1,3,0.56,0.88,153
920,3,9,6,0,1,1,1,0.48,0.82,164
921,1,3,6,0,0,0,1,0.26,0.6,4
922,4,11,18,0,2,1,1,0.26,0.81,482
923,2,3,16,0,4,1,2,0.3,0.87,85
924,4,10,6,0,0,0,1,0.24,0.75,10
925,2,4,8,0,1,1,1,0.4,0.43,596
926,2,3,1,0,5,1,1,0.2,0.69,5
927,3,7,4,0,2,1,1,0.72,0.7,5
928,3,9,7,0,4,1,1,0.54,0.77,571
929,4,12,18,0,4,1,1,0.28,0.52,318
930,3,7,0,0,5,1,1,0.74,0.79,57
931,4,10,7,0,6,0,1,0.4,0.76,57
932,3,9,9,0,3,1,3,0.6,0.88,190
933,1,2,19,0,2,1,1,0.38,0.43,338
934,1,1,7,0,2,1,1,0.12,0.74,94
935,2,4,15,0,2,1,2,0.48,0.77,78
936,4,10,5,0,6,0,2,0.44,0.62,5
937,1,12,22,0,4,1,3,0.36,0.93,17
938,1,12,1,0,6,0,2,0.4,0.62,35
939,3,7,0,0,5,1,1,0.62,0.73,80
940,4,12,22,0,2,1,1,0.34,0.49,132
941,2,5,23,0,2,1,3,0.56,0.88,71
942,2,4,5,0,0,0,1,0.34,0.87,6
943,4,9,21,0,3,1,1,0.66,0.65,360
944,1,3,2,0,4,1,3,0.34,0,1
945,3,9,6,0,3,1,3,0.6,0.88,75
946,1,12,0,0,5,1,3,0.4,0.87,9
947,1,1,20,0,6,0,1,0.2,0.44,103
948,1,12,20,0,5,1,2,0.24,0.65,97
949,2,4,7,0,4,1,2,0.4,0.82,406
950,3,9,19,0,2,1,1,0.58,0.88,337
951,1,1,23,0,0,0,2,0.16,0.93,37
952,3,8,1,0,0,0,1,0.74,0.7,87
953,3,8,18,0,2,1,1,0.7,0.45,576
954,2,5,11,0,6,0,1,0.56,0.43,347
955,3,9,18,0,0,0,1,0.62,0.5,481
956,2,4,11,0,1,1,2,0.44,0.44,163
957,2,6,1,0,0,0,1,0.54,0.56,121
958,4,11,4,0,3,1,1,0.32,0.87,4
959,3,9,13,0,3,1,1,0.6,0.4,289
960,1,3,0,0,0,0,1,0.38,0.62,38
961,3,8,8,0,4,1,2,0.7,0.74,484
962,1,3,21,0,0,0,1,0.42,0.54,147
963,1,2,10,0,0,0,1,0.26,0.41,188
964,4,12,1,0,4,1,1,0.26,0.6,10
965,1,3,17,0,5,1,1,0.46,0.24,566
966,3,7,20,0,0,0,1,0.84,0.39,332
967,1,2,20,0,2,1,1,0.36,0.5,212
968,4,9,13,0,0,0,1,0.6,0.38,702
969,3,7,1,0,0,0,1,0.74,0.7,93
970,4,10,4,0,6,0,1,0.42,0.67,6
971,4,9,11,0,5,1,2,0.66,0.69,361
972,4,11,11,0,5,1,1,0.38,0.43,218
973,2,6,8,0,1,1,1,0.6,0.49,665
974,1,3,13,0,6,0,1,0.36,0.51,157
975,2,5,22,0,5,1,2,0.52,0.83,132
976,2,4,13,1,5,0,1,0.54,0.52,180
977,3,6,18,0,4,1,1,0.86,0.25,697
978,2,3,22,0,2,1,1,0.34,0.49,55
979,2,5,17,0,0,0,3,0.58,0.49,351
980,2,5,1,0,6,0,1,0.42,0.82,58
981,2,5,4,0,5,1,1,0.44,0.94,5
982,1,1,10,0,4,1,1,0.2,0.47,45
983,1,2,20,0,5,1,1,0.6,0.31,124
984,2,3,8,0,1,1,2,0.3,0.87,98
985,3,8,9,0,4,1,1,0.7,0.58,396
986,1,1,15,0,1,1,2,0.2,0.4,45
987,1,1,2,0,6,0,1,0.36,0.5,38
988,2,4,8,0,0,0,1,0.34,0.57,62
989,4,12,0,0,2,1,3,0.46,0.77,31
990,3,6,20,0,3,1,1,0.76,0.31,445
991,3,8,8,0,3,1,2,0.7,0.65,682
992,3,7,17,0,2,1,1,0.78,0.49,872
993,1,1,15,0,6,0,1,0.24,0.38,226
994,2,5,20,0,0,0,2,0.46,0.82,121
995,2,4,10,0,3,1,1,0.4,0.37,69
996,3,6,17,0,3,1,2,0.8,0.55,529
997,1,2,18,0,3,1,1,0.32,0.26,209
998,4,11,12,0,2,1,3,0.4,1,21
999,3,8,10,0,0,0,1,0.8,0.59,364
1000,1,2,14,0,3,1,1,0.38,0.82,63
1001,2,5,14,0,4,1,1,0.56,0.37,247
1002,1,1,0,0,1,1,2,0.18,0.86,19
1003,1,2,3,0,0,0,1,0.26,0.6,13
1004,2,5,3,0,4,1,1,0.6,0.73,3
1005,4,10,16,0,4,1,1,0.7,0.54,497
1006,3,8,4,0,1,1,2,0.72,0.74,11
1007,3,6,1,0,1,1,1,0.7,0.65,31
1008,3,7,8,0,4,1,1,0.74,0.66,456
1009,3,6,0,0,2,1,1,0.62,0.33,37
1010,2,5,7,0,2,1,2,0.52,0.94,151
1011,2,6,0,0,0,0,1,0.7,0.65,89
1012,3,8,20,0,6,0,3,0.62,0.83,241
1013,2,4,5,0,2,1,1,0.54,0.88,16
1014,3,8,1,0,2,1,2,0.6,0.83,33
1015,1,2,17,0,4,1,1,0.42,0.54,450
1016,1,2,7,0,4,1,3,0.36,0.93,205
1017,1,3,5,0,6,0,1,0.52,0.34,2
1018,3,7,13,0,2,1,1,0.82,0.38,280
1019,1,1,13,0,5,1,3,0.18,0.93,31
1020,2,5,9,0,5,1,1,0.6,0.78,294
1021,2,6,11,0,1,1,2,0.76,0.48,202
1022,2,5,23,0,3,1,1,0.52,0.94,59
1023,3,9,12,0,4,1,2,0.72,0.51,229
1024,1,12,23,0,6,0,1,0.24,0.56,17
1025,2,3,10,0,4,1,3,0.26,0.93,69
1026,2,4,3,0,0,0,2,0.52,0.59,45
1027,2,5,18,0,1,1,3,0.58,0.83,453
1028,3,6,1,0,5,1,1,0.74,0.51,42
1029,3,8,5,0,0,0,2,0.6,0.73,11
1030,2,4,19,0,3,1,1,0.7,0.32,383
1031,1,3,15,0,1,1,1,0.38,0.37,101
1032,4,12,19,0,1,1,1,0.5,0.68,471
1033,4,12,21,0,3,1,3,0.3,0.87,6
1034,4,12,11,0,1,1,1,0.48,0.77,233
1035,1,12,23,0,6,0,1,0.36,0.66,31
1036,2,4,20,0,3,1,1,0.64,0.83,218
1037,4,9,18,0,0,0,1,0.68,0.74,404
1038,4,11,4,0,3,1,2,0.44,1,4
1039,3,7,16,0,5,1,1,0.82,0.17,427
1040,4,10,9,0,3,1,2,0.54,0.88,197
1041,1,1,15,0,3,1,1,0.4,0.54,82
1042,2,4,8,0,6,0,1,0.34,0.34,123
1043,3,8,10,0,0,0,1,0.7,0.79,183
1044,1,1,13,0,1,1,2,0.26,0.56,80
1045,1,2,0,0,1,1,1,0.14,0.46,9
1046,2,5,11,0,2,1,2,0.66,0.65,140
1047,3,6,8,0,4,1,2,0.74,0.7,432
1048,4,11,8,0,0,0,1,0.3,0.75,119
1049,3,8,10,0,4,1,1,0.74,0.37,132
1050,1,2,9,0,1,1,1,0.4,0.37,130
1051,3,6,20,0,2,1,1,0.74,0.62,296
1052,2,4,16,1,5,0,1,0.52,0.55,243
1053,3,9,17,0,0,0,1,0.76,0.66,503
1054,2,6,21,0,4,1,1,0.66,0.31,248
1055,4,10,20,0,3,1,3,0.54,0.94,90
1056,2,6,5,0,2,1,1,0.54,0.56,26
1057,1,2,16,0,6,0,1,0.34,0.29,145
1058,1,2,3,0,5,1,2,0.28,0.93,1
1059,4,11,18,0,0,0,1,0.36,0.66,276
1060,1,3,9,0,3,1,1,0.52,0.68,351
1061,3,6,2,0,1,1,1,0.7,0.7,14
1062,3,7,13,0,3,1,1,0.84,0.3,180
1063,1,2,23,0,4,1,1,0.2,0.47,38
1064,3,8,7,0,0,0,2,0.66,0.89,24
1065,2,4,1,0,0,0,2,0.38,0.87,37
1066,4,10,21,0,1,1,1,0.52,0.59,206
1067,2,6,22,0,0,0,1,0.6,0.6,153
1068,3,7,1,0,1,1,2,0.76,0.75,12
1069,4,12,18,0,2,1,1,0.38,0.66,411
1070,1,2,2,0,0,0,1,0.26,0.6,20
